date,yt_pred_time_trend_1_dummy,yt_pred_time_trend_2_dummy,yt_pred_time_trend_3_dummy,yt_true,yt_pred_mlp_8
1951-11-01,2265.0929824561395,2164.9081430623355,2269.376905969816,2103,2231.1240356491858
1951-12-01,2026.5666666666657,1922.4530070648784,2023.562371896384,1825,2012.3376477309369
1952-01-01,1849.7802631578936,1742.228884463913,1867.9189483255773,1670,1827.9375701761446
1952-02-01,1832.1486842105253,1721.650698611449,1843.755241847132,1681,1865.2304111131534
1952-03-01,1968.832894736841,1855.3883000977903,1973.8104190407223,1713,1931.507322429862
1952-04-01,2076.8855263157884,1960.4943217812288,2075.137111485298,1954,2042.6672463281454
1952-05-01,2139.780263157894,2020.4424479878576,2131.209003391385,1876,2250.465959980149
1952-06-01,2294.25394736842,2171.969519866745,2278.7629368642474,2272,2411.957214108789
1952-07-01,2684.4644736842097,2559.2334311466434,2661.956806640725,2612,2762.0346294521505
1952-08-01,3789.25394736842,3661.076283742184,3759.63271798398,3590,2958.4057329789193
1952-09-01,3039.4644736842097,2908.34020088255,3002.6327761571656,2496,2877.1535209005096
1952-10-01,2570.4118421052626,2436.340957109242,2526.272770633969,2441,2568.890178436415
1952-11-01,2390.885526315789,2253.868026045008,2339.342175098599,2340,2236.9132837768084
1952-12-01,2152.359210526315,2012.3950943376024,2093.3146737615834,2090,2042.7396992929089
1953-01-01,1975.5728070175428,1833.1531760266896,1937.4905848610767,1812,1901.2684667778929
1953-02-01,1957.9412280701745,1813.5571944642784,1913.178514986811,1788,1879.186996669196
1953-03-01,2094.6254385964903,1948.2770002406724,2043.1176307184653,1837,1930.088506998854
1953-04-01,2202.678070175438,2054.365226214163,2144.360563634986,1993,2059.721233080054
1953-05-01,2265.572807017543,2115.295556710845,2200.3809979469006,2021,2202.173535330412
1953-06-01,2420.046491228069,2267.8048328797854,2347.915775759472,2199,2464.1044951837534
1953-07-01,2810.257017543858,2656.050948449736,2731.122791809541,2622,2802.3502123184026
1953-08-01,3915.0464912280695,3758.8760053353294,3828.844151360269,3787,3064.1585435136517
1953-09-01,3165.257017543858,3007.122126765748,3071.9219596748103,2914,3079.4390770934224
1953-10-01,2696.204385964911,2536.1050872824926,2595.6720062268514,2487,2863.4398180126395
1953-11-01,2516.678070175438,2354.6143605083103,2408.883764700602,2314,2453.0879921862925
1953-12-01,2278.151754385964,2114.1236330909583,2163.030919306588,2139,2149.7865592254793
1954-01-01,2101.365350877192,1935.8639190700976,2007.4137882829648,2124,1962.5872685871425
1954-02-01,2083.733771929824,1917.2501417977392,1983.340978219466,2214,2032.680044511405
1954-03-01,2220.41798245614,2052.952151864186,2113.551655695768,2234,2171.0002587465046
1954-04-01,2328.470614035087,2160.022582127729,2215.09845229082,2279,2289.5736858194387
1954-05-01,2391.365350877192,2221.935116914464,2271.4550522151467,2423,2369.026589056411
1954-06-01,2545.8390350877185,2375.4265973734564,2419.358297574013,2290,2577.7031821310284
1954-07-01,2936.049561403508,2764.65491723346,2802.96608310426,2903,2895.0030595479975
1954-08-01,4040.83903508772,3868.462178409106,3901.120514069046,4485,3289.307886593008
1954-09-01,3291.049561403508,3117.6905041295768,3144.663695731528,3085,3486.1041588881317
1954-10-01,2821.9969298245605,2647.6556689363742,2668.911417565392,2852,3010.2715526903467
1954-11-01,2642.4706140350872,2467.147146452244,2482.653153254848,2629,2592.3888930531516
1954-12-01,2403.944298245613,2227.638623324945,2237.362587010421,2435,2364.864363421011
1955-01-01,2227.157894736841,2050.3611135941374,2082.340037070268,2227,2272.8129578974954
1955-02-01,2209.526315789473,2032.729540611831,2058.894110024121,1944,2330.328465723373
1955-03-01,2346.210526315788,2169.41375496833,2189.7639724516566,2125,2282.65341289352
1955-04-01,2454.263157894736,2277.4663895219264,2292.002255931824,2260,2397.134021646716
1955-05-01,2517.157894736841,2340.361128598713,2349.082644675149,2299,2529.282276636976
1955-06-01,2671.6315789473674,2494.834813347759,2497.7419807868946,2323,2672.621121009318
1955-07-01,3061.842105263157,2885.0453374978147,2882.138159003904,2659,3178.010019727776
1955-08-01,4166.631578947367,3989.8348029635135,3981.113284589334,3761,3528.3173224345364
1955-09-01,3416.842105263157,3240.045332974037,3225.509462806343,2779,3366.8747014433206
1955-10-01,2947.789473684209,2770.992702070887,2750.642483128615,2761,3026.008262214016
1955-11-01,2768.263157894736,2591.4663838768097,2565.301819240361,2446,2721.0752380023323
1955-12-01,2529.7368421052624,2352.940065039563,2320.961155352108,2278,2460.860204050931
1956-01-01,2352.95043859649,2176.6447595988075,2166.9208097020087,1879,2226.4710981946755
1956-02-01,2335.318859649122,2159.9953909065543,2144.4893888797983,1881,2091.0427188930657
1956-03-01,2472.0030701754376,2297.661809553106,2276.406059465153,2165,2170.836789599775
1956-04-01,2580.055701754385,2406.696648396755,2379.723453037021,2199,2373.6849886498544
1956-05-01,2642.95043859649,2470.5735917635943,2437.91525380593,2308,2473.5947928011974
1956-06-01,2797.424122807017,2626.029480802693,2587.718303877142,2529,2616.6339763582782
1956-07-01,3187.634649122806,3017.222209242801,2973.290497987497,2573,2995.5116546405698
1956-08-01,4292.424122807017,4122.993878998552,4073.4739414001583,3946,3190.888227889865
1956-09-01,3542.634649122806,3374.186613299129,3319.110739378278,3200,3270.801651947056
1956-10-01,3073.582017543859,2906.116186686031,2845.5166813955448,2574,3101.0956342531285
1956-11-01,2894.055701754385,2727.5720727820067,2661.4812411361663,2422,2590.235564501367
1956-12-01,2655.5293859649114,2490.027958234812,2418.478102810672,2446,2284.4329012746753
1957-01-01,2478.7429824561395,2314.71485708411,2265.807584657213,2828,2122.293090851933
1957-02-01,2461.1114035087708,2299.0476926819088,2244.778293265524,2879,2403.985264625129
1957-03-01,2597.795614035087,2437.6963156185134,2378.1293952152832,2800,2641.8816534572866
1957-04-01,2705.848245614034,2547.713358752215,2482.9135220854378,2835,2673.744572857006
1957-05-01,2768.7429824561395,2612.5725064091066,2542.604358086516,2585,2739.1515987698936
1957-06-01,2923.216666666666,2769.010599738257,2693.9387453237773,2787,2740.5223829105926
1957-07-01,3313.4271929824554,3161.1855324684184,3081.074578534066,3334,3041.21281914605
1957-08-01,4418.216666666666,4267.939406514222,4182.853962980542,4746,3578.0479936321117
1957-09-01,3668.427192982456,3520.114345104851,3430.1190039263583,3613,3732.928360829274
1957-10-01,3199.374561403508,3053.0261227818064,2958.185490845204,3463,3277.799204430784
1957-11-01,3019.8482456140346,2875.4642131678343,2775.842897421288,3274,2966.356912836051
1957-12-01,2781.3219298245604,2638.902302910693,2534.5649078651354,2801,2910.3469379207972
1958-01-01,2604.5355263157885,2464.5714060500427,2383.6518404149024,2488,2850.4620758808646
1958-02-01,2586.90394736842,2449.8864459378947,2364.412301660321,2386,2781.0341650042146
1958-03-01,2723.588157894736,2589.517273164552,2499.5854581810704,2428,2736.9263425047106
1958-04-01,2831.640789473683,2700.516520588306,2606.223941556097,2678,2766.818559685761
1958-05-01,2894.5355263157885,2766.3578725352504,2667.8014359959275,2744,2865.8621507695498
1958-06-01,3049.009210526315,2923.7781701544536,2821.0547836058267,2772,3139.8490327404434
1958-07-01,3439.2197368421043,3316.935307174668,3210.141879122634,3520,3589.698327745854
1958-08-01,4544.009210526315,4424.671385510524,4313.904827809508,3833,4071.864710893852
1958-09-01,3794.219736842104,3677.828528391205,3563.1857349296083,3377,3799.4775931661457
1958-10-01,3325.167105263157,3211.7225103582127,3093.300389956618,3013,3548.2276172185057
1958-11-01,3145.6407894736835,3035.1428050342934,2913.0382665747475,2871,3152.9350191963645
1958-12-01,2907.1144736842098,2799.5630990672043,2673.8730489945247,2592,2788.1857155777775
1959-01-01,2730.328070175437,2626.214406496607,2525.1050554541025,2375,2570.7711519478366
1959-02-01,2712.696491228069,2612.511650674511,2508.0428925432143,2304,2503.289113895135
1959-03-01,2849.380701754385,2753.1246821912214,2645.425726841539,2464,2572.712580299102
1959-04-01,2957.4333333333325,2865.106133905028,2754.3061899280224,2557,2757.2719397973933
1959-05-01,3020.328070175437,2931.9296901420253,2818.157966013192,2739,2877.713643831314
1959-06-01,3174.801754385964,3090.332192051281,2973.717897202312,2714,3115.523776980032
1959-07-01,3565.0122807017533,3484.471533361547,3365.1438782322225,3102,3425.9291870460656
1959-08-01,4669.801754385964,4593.189815987456,4471.278014366084,3961,3527.676794344613
1959-09-01,3920.0122807017538,3847.329163158191,3722.9624108670505,3772,3601.0744317154354
1959-10-01,3450.9596491228062,3382.2053494152506,3255.5128572088106,3245,3458.1664281975263
1959-11-01,3271.4333333333325,3206.6078483813835,3077.7188270755723,3104,3106.786319575946
1959-12-01,3032.9070175438587,2972.010346704348,2841.0540046778624,2869,2799.1798944936795
1960-01-01,2856.120614035087,2799.643858423803,2694.818708253837,2513,2599.790457055486
1960-02-01,2838.4890350877185,2786.92330689176,2680.321544393228,2385,2513.8792235477126
1960-03-01,2975.1732456140344,2928.5185426985217,2820.3016796757124,2756,2568.6445557232846
1960-04-01,3083.225877192981,3041.482198702381,2931.811745680238,2927,2793.13220649588
1960-05-01,3146.120614035087,3109.287959229431,2998.3254266173326,2940,3003.9585356263715
1960-06-01,3300.594298245613,3268.6726654287395,3156.5795645922594,3180,3124.3976004112174
1960-07-01,3690.804824561402,3663.794211029058,3550.73205434186,3791,3483.363393805945
1960-08-01,4795.594298245614,4773.49469794502,4659.6250011292905,4093,3925.9831487834867
1960-09-01,4045.804824561402,4028.616249405807,3914.100510217712,4309,3896.8169035720875
1960-10-01,3576.752192982455,3564.4746399529195,3449.4743710808057,3532,3752.714266068583
1960-11-01,3397.225877192982,3389.8593432091056,3274.536057402786,3408,3370.0039832457655
1960-12-01,3158.699561403508,3156.2440458221217,3040.759253394176,2839,3026.3426175869668
1961-01-01,2981.913157894736,2984.85976183163,2897.44427729313,2792,2686.35898223165
1961-02-01,2964.2815789473675,2973.121414589639,2885.8997356893847,2798,2676.9051225078024
1961-03-01,3100.965789473684,3115.698854686454,3028.864795162614,3007,2928.684717413531
1961-04-01,3209.0184210526304,3229.644714980366,3143.392087291769,3086,3118.3487333328385
1961-05-01,3271.9131578947363,3298.432679797468,3212.9552962873727,3201,3275.396065503055
1961-06-01,3426.3868421052625,3458.7995902868297,3374.291264254692,3428,3522.6054706491263
1961-07-01,3816.597368421052,3854.9033401772,3771.5578859305656,3754,3862.4399775943216
1961-08-01,4921.386842105262,4965.586031383215,4883.597266578154,4917,4095.260255662352
1961-09-01,4171.597368421051,4221.689787134054,4141.251511460612,3760,4412.50214337531
1961-10-01,3702.5447368421046,3758.53038197122,3679.8364100516274,3609,3832.6822879283245
1961-11-01,3523.018421052631,3584.8972895174584,3508.1414360354097,3471,3416.169391633059
1961-12-01,3284.492105263157,3352.264196420527,3277.640273622484,3347,3111.9279969710155
1962-01-01,3107.705701754385,3181.862116720088,3137.633241051008,3333,3044.583801568559
1962-02-01,3090.0741228070165,3171.10597376815,3129.4289449107096,3456,3166.4691310098938
1962-03-01,3226.7583333333323,3314.665618155017,3275.7665517812698,3569,3337.9641327960376
1962-04-01,3334.81096491228,3429.593682738982,3393.698693241637,3900,3475.762560144956
1962-05-01,3397.705701754385,3499.3638518461366,3466.6990535023365,3909,3695.2740909348922
1962-06-01,3552.1793859649115,3660.712966625552,3631.504474668633,4098,3890.2490648890935
1962-07-01,3942.389912280701,4057.798920805975,4032.2728514773657,4826,4246.252933018337
1962-08-01,5047.179385964912,5169.463816302042,5147.846289191695,5770,4657.34626788575
1962-09-01,4297.389912280701,4426.549776342934,4409.066893074778,5108,4595.686771493949
1962-10-01,3828.3372807017536,3964.3725754701513,3951.250452600301,4360,4385.531406921544
1962-11-01,3648.81096491228,3791.7216873064426,3783.1864414524703,4100,3914.6664509621337
1962-12-01,3410.2846491228065,3560.0707984995643,3556.348543841815,3562,3636.3366413894423
1963-01-01,3233.498245614034,3390.650923089177,3420.037078006489,3284,3460.030060309513
1963-02-01,3215.866666666666,3380.8769844272915,3415.560650536227,3278,3474.5098368732547
1963-03-01,3352.5508771929817,3525.418833104212,3565.658428010704,3424,3642.4717061813576
1963-04-01,3460.603508771929,3641.329101978229,3687.383042008869,3843,3879.5940767652132
1963-05-01,3523.498245614034,3712.0814753754366,3764.2081767412506,3614,4134.913231768567
1963-06-01,3677.97192982456,3874.412794444903,3932.870674313108,3536,4335.228509624991
1963-07-01,4068.18245614035,4272.480952915379,4337.528429461285,4505,4666.316945406132
1963-08-01,5172.971929824561,5385.128052701499,5457.023547448942,5456,5115.545073075907
1963-09-01,4423.18245614035,4643.196217032444,4722.198133539234,4881,5134.745553806606
1963-10-01,3954.1298245614025,4182.001220449714,4268.367977205848,4041,4716.356468194028
1963-11-01,3774.603508771929,4010.332536576058,4104.322552132991,3724,4090.7974168439455
1963-12-01,3536.077192982455,3779.663852059232,3881.535542531192,3525,3556.832446411427
1964-01-01,3359.290789473683,3611.2261809388974,3749.307266638601,3437,3359.8150519388787
1964-02-01,3341.659210526315,3602.4344465670647,3748.94633104496,3324,3439.7589344100616
1964-03-01,3478.343421052631,3747.958499534038,3903.1919023299374,3977,3617.727289525621
1964-04-01,3586.396052631578,3864.8509726981074,4029.096612072488,4025,3971.959132187995
1964-05-01,3649.290789473683,3936.5855503853672,4110.134144483136,4016,4012.0175153602454
1964-06-01,3803.76447368421,4099.899073744887,4283.04134166714,4031,4174.046198465222
1964-07-01,4193.974999999999,4498.949436505416,4691.976098361349,4489,4651.996137067439
1964-08-01,5298.76447368421,5612.578740581588,5815.780519828919,5563,4950.12664385719
1964-09-01,4548.974999999999,4871.629109202585,5085.296711333005,5709,4975.032739177393
1964-10-01,4079.922368421052,4411.416316909908,4635.8404623472925,4620,4784.005767379112
1964-11-01,3900.396052631578,4240.729837326305,4476.201246555995,4160,4242.071415789905
1964-12-01,3661.869736842104,4011.043357099531,4257.8527481696365,4012,3791.4703900029554
1965-01-01,3485.0833333333326,3843.587890269249,4130.095285426369,3987,3618.5527480610504
1965-02-01,3467.451754385964,3835.778360187469,4134.237464915932,4155,3755.875373043759
1965-03-01,3604.13596491228,3982.2846174444944,4293.018453217997,4054,4162.363842428258
1965-04-01,3712.188596491227,4100.159294898617,4423.490881911517,4485,4223.6438286045595
1965-05-01,3775.0833333333326,4172.87607687593,4509.128435207016,4558,4375.496540688275
1965-06-01,3929.5570175438593,4337.171804525502,4686.667955209756,4462,4556.83643403918
1965-07-01,4319.767543859648,4737.204371576083,5100.267336656578,4594,4874.860051884147
1965-08-01,5424.557017543859,5851.815879942307,6228.768684810648,6481,5258.797781239011
1965-09-01,4674.767543859648,5111.848452853357,5503.014104935111,6345,5693.30888582126
1965-10-01,4205.7149122807,4652.617864850734,5058.319386503661,5142,5404.20179646117
1965-11-01,4026.188596491228,4482.913589557182,4903.474003200508,4824,4741.823934897786
1965-12-01,3787.662280701754,4254.209313620462,4689.951639236175,4573,4349.467587929673
1966-01-01,3610.8758771929815,4087.736051080232,4567.052612848816,4158,4192.867626078085
1966-02-01,3593.2442982456128,4080.908725288505,4576.08553062817,4140,4158.784027424856
1966-03-01,3729.928508771929,4228.397186835583,4739.789559153909,4251,4271.422111597832
1966-04-01,3837.981140350877,4347.254068579758,4875.217330004982,4734,4543.854681053253
1966-05-01,3900.8758771929815,4420.953054847123,4965.8425273919165,4858,4772.392640513548
1966-06-01,4055.349561403508,4586.230986786748,5148.401993419973,4798,4913.341432045387
1966-07-01,4445.560087719297,4987.245758127382,5567.053622825999,5080,5289.70422921758
1966-08-01,5550.349561403507,6102.839470783659,6700.639520873148,6905,5932.942654836608
1966-09-01,4800.560087719297,5363.854247984761,5980.001792824582,5504,6229.123445158964
1966-10-01,4331.50745614035,4905.60586427219,5540.456228153978,5457,5478.950464278019
1966-11-01,4151.981140350877,4736.883793268691,5390.792300545552,5198,5053.522221718619
1966-12-01,3913.4548245614014,4509.161721622024,5182.483694209832,4890,4743.3698236055425
